Name,Sr_No,Nationality,PD,Gender,Competition,Result,TimePoint_Label,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Neutral,Sighted_Blind,Group,Athlete_Code,PD_Code,SB_Code,Result_Code
Natsumi Tsunoda,1,JPN,High,Female,Olympic,Win,Pre,0.005246338219238393,0.2114582682277679,0.01053652285730446,0.003861669377054464,0.01888300920655358,0.009449393489696428,-0.210764770411875,0.2302208869107143,0.5185142730714285,Sighted,High PD – Sighted,424,1,0,1
Baasankhuu Bavuudorj,2,MGL,High,Female,Olympic,Loss,Pre,0.1483565471687273,0.05628734565854545,0.01371318874145455,0.03153254091863637,0.05510667211363637,0.002399937003800001,0.05452865813163636,0.3214114269090909,0.542003479,Sighted,High PD – Sighted,79,1,0,0
Shirine Boukli,3,FRA,High,Female,Olympic,Win,Pre,0.00136171503581962,0.04771135762746836,0.03135365431240505,0.0005813530796486075,0.002913762568073798,0.001450469611937974,-0.05464844196202532,0.2775340245569621,0.6993552878481012,Sighted,High PD – Sighted,523,1,0,1
Tara Babulfath,4,SWE,Low,Female,Olympic,Win,Pre,0.009366356482308732,0.0957018847201587,0.07112999168740478,0.03197599340328492,0.002182744801904762,0.01416513220897143,-0.1078752258526984,0.2847750780952381,0.6576986881746032,Sighted,Low PD – Sighted,548,0,0,1
Laura Martinez Abelenda,5,ESP,High,Female,Olympic,Loss,Pre,0.02403451530812773,0.03210929066425178,0.01987965868607574,0.01006251023283069,0.00234700653560495,0.02626760636517747,-0.0392496050380198,0.2766074677227722,0.8290130221782179,Sighted,High PD – Sighted,315,1,0,0
Abiba Abuzhakynova,6,KAZ,High,Female,Olympic,Loss,Pre,0.0008745986070833332,0.06290385363280952,0.2243597997794445,0.002343118758625555,0.05428910130328572,0.01135849713147619,-0.267711130081746,0.4722769843650794,0.5391639698730158,Sighted,High PD – Sighted,4,1,0,0
Diyora Keldiyorova,7,UZB,High,Female,Olympic,Win,Pre,0.0002268717276657333,0.2806878331129333,0.3105385476666667,1.986416098347414e-05,0.0006404890463293333,0.007100077642773332,-0.4124306309333333,0.4814519056,0.25146742084,Sighted,High PD – Sighted,143,1,0,1
Distria Krasniqi,8,KOS,High,Female,Olympic,Loss,Pre,0.008051154644636365,0.03678820330606061,0.01167391204780303,0.007727620916575757,0.007023087283827272,0.04273575878542424,-0.05948225360303031,0.2591918457575758,0.7622991327272729,Sighted,High PD – Sighted,142,1,0,0
Larissa Pimenta,9,BRA,High,Female,Olympic,Win,Pre,0.000348362607,0.05080532927777778,0.06555538176666667,0.0007559321555555556,0.003380898333333333,0.0088926948,-0.06862086322222222,0.3990267511111111,0.79037996,Sighted,High PD – Sighted,311,1,0,1
Amandine Buchard,10,FRA,High,Female,Olympic,Win,Pre,0.02380466137998507,0.07120764396268658,0.07831393968358208,0.01975719724410448,0.03013202162208955,0.02553862801149254,-0.1097851097537313,0.3351661501492537,0.6085943719402984,Sighted,High PD – Sighted,33,1,0,1
Odette Giuffrida,11,ITA,Low,Female,Olympic,Loss,Pre,0.0009241243025217393,0.01610321860695652,0.002067145444347826,0.0006409347043913044,0.0002637987384652174,0.001049358322252174,-0.01519629358652174,0.2548065895652175,0.9617228934782607,Sighted,Low PD – Sighted,436,0,0,0
Reka Pupp,12,HUN,Low,Female,Olympic,Loss,Pre,6.788389657930232e-05,0.04561999560232557,0.5346618385023255,0.0001998684190111628,8.505706522164652e-05,0.01246430901744186,-0.5391918283255814,0.6690978339534883,0.2824288145813953,Sighted,Low PD – Sighted,478,0,0,0
Christa Deguchi,13,CAN,Low,Female,Olympic,Win,Pre,0.00454798276724018,0.1553431301559866,0.03154000877684095,0.04758732155063555,0.04875945690425592,0.007134626617223851,-0.2033522289055118,0.3369739582755906,0.408219499488189,Sighted,Low PD – Sighted,108,0,0,1
Mimi Huh,14,KOR,High,Female,Olympic,Loss,Pre,0.004104013335243209,0.08003959786851852,0.02628891966824074,0.0001989402607224074,0.08817305246347532,0.04913401966635753,-0.1725189474037037,0.286258882,0.4207528951234568,Sighted,High PD – Sighted,395,1,0,0
Haruka Funakubo,15,JPN,High,Female,Olympic,Win,Pre,0.005532511301810001,0.4945128705486849,0.03045568086405,0.04741198076185001,0.02136003936045,0.00976406801071,-0.505370390075,0.17785756319,0.30255493878,Sighted,High PD – Sighted,221,1,0,1
Sarah Leonie Cysique,16,Fra,High,Female,Olympic,Win,Pre,0.09542320719476984,0.1019473084154483,0.06484108016187068,0.009037592762439654,0.04505037429898534,0.0565153101161207,-0.06074502046956897,0.314021794224138,0.4528116050862069,Sighted,High PD – Sighted,509,1,0,1
Rafaela Silva,17,BRA,High,Female,Olympic,Loss,Pre,0.1059765694360566,0.05115446032075473,0.1796036225549056,0.0124807201454717,0.02456716136509434,0.01456127435830189,-0.08481387210622643,0.3688964339622641,0.5006655275471699,Sighted,High PD – Sighted,467,1,0,0
Andreja Leski,19,SLO,High,Female,Olympic,Win,Pre,0.092771240312014,0.0304694094587734,0.003177158276219212,0.004945481786942858,0.0003232931118712315,0.0001385795375070443,0.06173836823817241,0.2941105668965517,0.7578912241871922,Sighted,High PD – Sighted,42,1,0,1
Prisca Awiti Alcaraz,20,MEX,High,Female,Olympic,Loss,Pre,0.04791969894116279,0.0646852072796124,0.2475250769669768,0.002235597050001473,0.000992098199135155,0.02261676549260178,-0.2247607582755039,0.4220225379069767,0.4323683582945737,Sighted,High PD – Sighted,462,1,0,0
Clarissa Agbegnenou,21,FRA,High,Female,Olympic,Win,Pre,0.0449038817153409,0.091618917125,0.06167712821136365,0.01019102850909091,0.01914864611818182,0.03316104996988636,-0.06755262873670455,0.3365157761363636,0.5412701919318181,Sighted,High PD – Sighted,113,1,0,1
Laura Fazliu,22,KOS,High,Female,Olympic,Win,Pre,0.01633122736428147,0.05070865570653658,0.1030461516014634,0.01086234780416341,0.005860539773079755,0.0153635940380178,-0.1074449001934146,0.3427080051939024,0.6085795529268292,Sighted,High PD – Sighted,314,1,0,1
Katarina Kristo,24,CRO,High,Female,Olympic,Loss,Pre,0.0001554489685167841,0.009117079142249082,0.0009344495446602438,0.0001111185096350256,0.0003514135846545463,8.414674230682967e-05,-0.009151006124732318,0.3093663517073171,0.9656441648780488,Sighted,High PD – Sighted,288,1,0,0
Babara Matic,25,CRO,High,Female,Olympic,Win,Pre,,,,,,,,,,Sighted,High PD – Sighted,80,1,0,1
Miriam Butkereit,26,GER,Low,Female,Olympic,Loss,Pre,0.0003169050401363637,0.08669299171499999,0.03401947094999999,0.002018091897495454,0.0006634852888636364,0.003594350104722727,-0.08944377181818183,0.2401364410909091,0.7851112295454544,Sighted,Low PD – Sighted,398,0,0,0
Michaela Polleres,27,AUT,Low,Female,Olympic,Win,Pre,0.003283396148490467,0.03084862481765888,0.006554467660849065,0.005368732367645542,0.0004607825309813369,0.009829123510908401,-0.03076036140452804,0.3389376168130842,0.8998286703738319,Sighted,Low PD – Sighted,392,0,0,1
Gabriellla Willems,28,BEL,High,Female,Olympic,Win,Pre,0.0006320534933333333,0.004604400333333334,0.004142002133333334,1.336188e-05,0.007883231666666666,0.0723505947,-0.075800872,0.2986241566666667,0.6567186766666667,Sighted,High PD – Sighted,194,1,0,1
Ai Tsunoda Roustant,29,ESP,High,Female,Olympic,Loss,Pre,7.527025028571429e-06,0.004756216728571428,9.772028128571428e-05,4.141028985714286e-05,0.0009172193371428572,2.897167071428571e-05,-0.005174183842857143,0.2967635757142857,0.8759379985714286,Sighted,High PD – Sighted,11,1,0,0
Sanne van Dijke,30,NED,Low,Female,Olympic,Loss,Pre,0.1677334632003636,0.03166115012525455,0.02839155949270909,0.05574452205074545,0.03555878355454545,0.03589945076363636,0.09334197681818181,0.6012964890909092,0.4013852855454546,Sighted,Low PD – Sighted,507,0,0,0
Inbar Lanir,32,ISR,Low,Female,Olympic,Loss,Pre,0.009182787144874369,0.04459310783605883,0.00967042748636437,5.816230955917996e-05,0.0007965599684664245,0.004331905266489916,-0.04002744563109242,0.2038219138907563,0.8482010812605043,Sighted,Low PD – Sighted,241,0,0,0
Patricia Sampaio,34,POR,High,Female,Olympic,Win,Pre,0.07506838997500001,0.2154963465909091,0.04985635748181817,0.003111294664727273,0.01184444463090909,0.02760991465909091,-0.1582963875227273,0.1707241569545455,0.4406261868181819,Sighted,High PD – Sighted,455,1,0,1
Anna-Maria Wagner,35,GER,Low,Female,Olympic,Loss,Pre,0.1249681823923889,0.02501536675195802,0.2524213627001543,0.005064152152079463,0.03504745760817037,0.01498023085512346,-0.1445662824583333,0.415145077962963,0.3378790276975309,Sighted,Low PD – Sighted,54,0,0,0
Rika Takayama,36,JPN,High,Female,Olympic,Loss,Pre,0.001829304966175207,0.345231370016529,0.2451856407933884,0.0002912379013851239,0.005861471828090909,0.03290258728677686,-0.401289857768595,0.2887810593966942,0.2897885676859504,Sighted,High PD – Sighted,485,1,0,0
Beatriz Souza,37,BRA,High,Female,Olympic,Win,Pre,0.06948760162111112,0.2491642886666667,0.1006148225273333,0.002580217345377778,0.002162571910733333,0.003956529690822223,-0.2033082507977778,0.3685207603333333,0.4185091811111111,Sighted,High PD – Sighted,83,1,0,1
Raz Hershko,38,ISR,Low,Female,Olympic,Loss,Pre,0.008071183632893645,0.05924708316909164,0.3113697188609163,0.001609453725812574,0.0008425321426121498,0.002222680261271189,-0.3179564995099602,0.3433409108525897,0.4438490188366534,Sighted,Low PD – Sighted,473,0,0,0
Hayun Kim,39,KOR,High,Female,Olympic,Win,Pre,0.002616760329277778,0.3392552084444445,0.03844855813888889,0.0003676648308055556,0.008993298787777777,0.1990578638333333,-0.3636029427222223,0.3392288711111111,0.3302572744444445,Sighted,High PD – Sighted,223,1,0,1
Romane Dicko,40,FRA,High,Female,Olympic,Win,Pre,0.05473463478146919,0.06475789313905356,0.05671853085754502,0.0260812264514692,0.02796466832725118,0.008891847750691942,-0.05851174036249763,0.2667077798909953,0.6939516919905214,Sighted,High PD – Sighted,489,1,0,1
Kayra Ozdemir,41,TUR,High,Female,Olympic,Loss,Pre,0.0363897148306842,0.05805532247573529,0.03273201298364706,0.0005682505437034213,0.004837713660781177,0.1974285116491596,-0.17826017819,0.2979134735294118,0.4700370113445379,Sighted,High PD – Sighted,292,1,0,0
Milica Zabic,42,SRB,High,Female,Olympic,Loss,Pre,0.00884314458457647,0.1501360111441176,0.05304813839252941,0.002220187585117647,0.004045211845411764,0.003726486016255883,-0.1762643031088235,0.2978968720588235,0.5854837770588235,Sighted,High PD – Sighted,394,1,0,0
Yeldos Smetov,43,KAZ,High,Male,Olympic,Win,Pre,0.0009800001519230767,0.1442850614615385,0.1085271158653846,0.01300349165230769,0.009767742292307691,0.2168691194615384,-0.2675808930769231,0.3546537192307693,0.3506178588461538,Sighted,High PD – Sighted,592,1,0,1
Luka Mkheidze,44,FRA,High,Male,Olympic,Loss,Pre,0.07981086491933337,0.01077908401333333,0.009059781584866667,0.01681985158066667,0.002623605330966667,0.002434894912833334,0.06542012906533333,0.313726402,0.7633035863333334,Sighted,High PD – Sighted,345,1,0,0
Ryuja Nagayama,45,JPN,High,Male,Olympic,Win,Pre,0.010141813891875,0.0436466401,0.032914241903125,0.07960832475,0.1085374913125,0.09830913975,-0.13455485584375,0.4261557137499999,0.4700008228125,Sighted,High PD – Sighted,495,1,0,1
Franciscio Garrigos,46,ESP,High,Male,Olympic,Win,Pre,0.05540291673571429,0.3632096121428571,0.04760325793571429,0.003139710077857143,0.003092231276607143,0.002219321853392857,-0.3078066944642858,0.3757017982142857,0.4138330403571429,Sighted,High PD – Sighted,189,1,0,1
Salih Yildiz,47,TUR,High,Male,Olympic,Loss,Pre,0.002530455716193333,0.00173132934652,7.71462775405e-05,0.0006448246846553334,0.0005181769454666666,0.0004786556165666666,0.0007346432544000002,0.3196294536666667,0.9885820479999999,Sighted,High PD – Sighted,499,1,0,0
Giorgi Sardalashvili,48,GEO,High,Male,Olympic,Loss,Pre,0.002192220084190477,0.09729028188666666,0.001915399858571429,0.0001311884563742857,0.0003613812168380953,0.002947520112439999,-0.09509806187095238,0.2252400466666667,0.80135087,Sighted,High PD – Sighted,201,1,0,0
Hifumi Abe,49,JPN,High,Male,Olympic,Win,Pre,0.027681279954,0.1627916881325,0.10968559445,0.001394634491125,0.02302356968875,0.0202292704395,-0.192975604575,0.38329817025,0.4717476635,Sighted,High PD – Sighted,227,1,0,1
William Lima,50,BRA,High,Male,Olympic,Loss,Pre,0.0347356098725102,0.09123068464591838,0.08848617531663265,0.0007688161767459183,0.002177890676571428,0.02103954789703062,-0.1204286946765306,0.295714932877551,0.6940522692857145,Sighted,High PD – Sighted,584,1,0,0
Gusmann Kyrgyzbayev,51,KAZ,High,Male,Olympic,Win,Pre,0.06121777494987952,0.05812943357891566,0.04658979941963855,0.017508699615,0.03851050358807229,0.04080337901325301,-0.04781825305060241,0.3027675277108434,0.5819432360240964,Sighted,High PD – Sighted,212,1,0,1
Denis Vieru,52,MDA,High,Male,Olympic,Win,Pre,0.01668708943319541,0.1321374367212644,0.05494129840804598,0.001787384748018161,0.003549686756620688,0.04378701271241379,-0.1426676816597701,0.283140227091954,0.6339770231034483,Sighted,High PD – Sighted,138,1,0,1
Strahinja Buncic,53,SRB,High,Male,Olympic,Loss,Pre,0.04061866457803571,0.02672167354901786,0.004770174478696427,0.002621008829224454,0.009870184705828572,0.01198964466555357,0.004218465361071429,0.23227935125,0.782192002857143,Sighted,High PD – Sighted,542,1,0,0
Walide Khyar,54,FRA,High,Male,Olympic,Loss,Pre,0.01277575944645455,0.1993843613818182,0.02128905204052728,0.01043347005631273,0.01152336296040127,0.009832432945712725,-0.1954353170909091,0.3133620423636363,0.5581636232727273,Sighted,High PD – Sighted,580,1,0,0
Hidayat Heydarov,55,AZE,High,Male,Olympic,Win,Pre,0.01453992460205882,0.1380648944385421,0.007211203359091765,8.59572334825e-05,9.257999301029412e-05,0.0002178851990852941,-0.1235251772647059,0.3959026711764707,0.7056096976470587,Sighted,High PD – Sighted,226,1,0,1
Joan-Benjamin Gaba,56,FRA,High,Male,Olympic,Loss,Pre,0.08010604883214287,0.06179173104964286,0.04177123990607142,0.04650079402428573,0.020282841025,0.03211265350275,0.0009040718125000007,0.4031878221428572,0.4772489739285715,Sighted,High PD – Sighted,272,1,0,0
Adil Osmanov,57,MDA,High,Male,Olympic,Win,Pre,0.002792150202023933,0.05769942317999,0.03494909633616666,0.002422905073025614,0.009800716513627333,0.002084475601406,-0.07510913489566667,0.3791296825000001,0.7014831348333332,Sighted,High PD – Sighted,6,1,0,1
Soichi Hashimoto,58,JPN,High,Male,Olympic,Win,Pre,0.03392693424393939,0.1300596233060606,0.03533695351181818,0.01853760678996061,0.02466274587757575,0.02746285042712121,-0.1166888502015151,0.2291802314393939,0.5530964295454546,Sighted,High PD – Sighted,535,1,0,1
Manuel Lombardo,59,ITA,Low,Male,Olympic,Loss,Pre,0.02432286668947369,0.04414599471578947,0.01035077475668947,0.0001545360117473684,0.0001572449949578948,0.01006111956482421,-0.02217946228421053,0.1459900284736842,0.8652758794736843,Sighted,Low PD – Sighted,354,0,0,0
Akil Gjakova,60,KOS,High,Male,Olympic,Loss,Pre,0.0006369051196085999,0.00758450630616,0.001030968019658,3.21432903682988e-05,0.00013946765170064,0.0002732258951999999,-0.007492700899020001,0.19150544366,0.9744010432,Sighted,High PD – Sighted,15,1,0,0
Joonhwan Lee,63,KOR,High,Male,Olympic,Win,Pre,0.202124373575,0.04712211460833334,0.007761716084166665,0.00021896116825,0.006602788358333333,0.07847195805833333,0.09080838651666667,0.1559333436666666,0.5440508875,Sighted,High PD – Sighted,276,1,0,1
Somon Makhmadbekov,64,TJK,High,Male,Olympic,Win,Pre,0.0119695938,0.1109383211176471,0.05988681100588235,0.0007866748302352942,0.01766047109647059,0.1085931637588235,-0.1382263355294118,0.3518071547058824,0.451468665882353,Sighted,High PD – Sighted,537,1,0,1
Matthias Casse,65,BEL,High,Male,Olympic,Loss,Pre,0.01273442322,0.175537004,0.007094781616,0.0003193036252,0.0180298524,0.139483922,-0.220844754,0.4821118839999999,0.408961432,Sighted,High PD – Sighted,377,1,0,0
Antonio Esposito,66,ITA,Low,Male,Olympic,Loss,Pre,0.03557418956818182,0.03011829274179227,0.01902670018245455,0.01869461990454546,0.03212894049545454,0.03662042778545454,-0.01913171124090909,0.2803329313636364,0.7129876495454546,Sighted,Low PD – Sighted,59,0,0,0
Lasha Bekauri,67,GEO,High,Male,Olympic,Win,Pre,0.0190371724638,0.1018668845690909,0.07336899178535636,0.001721213865381818,0.01021700335894545,0.005407198384036365,-0.1364299229272727,0.3159062073636364,0.5835528852727274,Sighted,High PD – Sighted,312,1,0,1
Sanshiro Murao,68,JPN,High,Male,Olympic,Loss,Pre,0.003794603503121951,0.1009503083243903,0.1332526330243903,0.01653788447560976,0.00569058195795122,0.009763443448780487,-0.1768886291707317,0.3520597626829269,0.5457068309756098,Sighted,High PD – Sighted,508,1,0,0
Maxime-Gael Ngayap Hambou,69,FRA,High,Male,Olympic,Win,Pre,0.0658977604691356,0.00925771440309589,0.3002774888794521,0.007383336953150685,0.03370800329349315,0.07468982730308218,-0.2933362693972603,0.5460109105479451,0.3346832946712328,Sighted,High PD – Sighted,381,1,0,1
Theodoros Tselidis,70,GRE,High,Male,Olympic,Win,Pre,0.04889695503541071,0.1491523878485714,0.03925109771385715,0.0015869248525375,9.347638896071429e-05,0.002458884351611428,-0.1065181461964286,0.2873298643571429,0.6012689475,Sighted,High PD – Sighted,560,1,0,1
Rafeal Macedo,71,BRA,High,Male,Olympic,Loss,Pre,8.126442824210527e-05,0.002108502674394369,0.0795136838647544,0.0008399947171272965,5.408997923520527e-05,2.611757906398245e-06,-0.08035220041360877,0.3462484240350877,0.9040131543859647,Sighted,High PD – Sighted,468,1,0,0
Tristani Mosakhlishvili,72,ESP,High,Male,Olympic,Loss,Pre,0.03053281778616044,0.05005220029956044,0.05183404398951649,0.03501108846330286,0.05697890773048352,0.01677808101162527,-0.0971205839287912,0.4533745495604397,0.6337673953846155,Sighted,High PD – Sighted,567,1,0,0
Zelym Kotsoiev,73,AZE,High,Male,Olympic,Win,Pre,0.007123633952,0.00317369144162,0.0031050201214,0.01357804614726,0.008304905078148,0.007931557238400002,-0.007428743072,0.409582936,0.9275462956,Sighted,High PD – Sighted,606,1,0,1
Ilia Sulamanidze,74,GEO,High,Male,Olympic,Loss,Pre,0.06152728748363635,0.0248510314230303,0.03543843644575757,0.01640444423284848,0.003710736453939394,0.03626403394666667,-0.01000685848484849,0.2882552336363637,0.6941058993939395,Sighted,High PD – Sighted,236,1,0,0
Peter Paltchik,75,ISR,Low,Male,Olympic,Win,Pre,,,,,,,,,,Sighted,Low PD – Sighted,459,0,0,1
Muzaffarbek Turoboyev,76,UZB,High,Male,Olympic,Win,Pre,0.0003687521479612903,0.02871849687064517,0.1003874870548387,0.02673519174593548,0.0366524669,0.03737442875806451,-0.1349570099516129,0.4793765503225807,0.4723725948387097,Sighted,High PD – Sighted,408,1,0,1
Daniel Eich,77,SUI,Low,Male,Olympic,Loss,Pre,0.06551336419090908,0.02227048170909091,0.09266936731818182,0.009819778330454547,0.002415246494954545,0.1960300698636364,-0.1500666780454545,0.3400648772727273,0.407620185,Sighted,Low PD – Sighted,121,0,0,0
Nikoloz Sherazadishvili,78,ESP,High,Male,Olympic,Loss,Pre,3.02427186e-06,0.04491089080000001,1.00255867e-05,0.0,0.0,0.0,-0.04490786779999999,0.203543824,0.9110965719999999,Sighted,High PD – Sighted,432,1,0,0
Teddy Riner,79,FRA,High,Male,Olympic,Win,Pre,0.05711929092252824,0.1355789033494355,0.01559804232779004,0.00871399051982984,0.002920697184438089,0.0105611512133829,-0.08145538558185482,0.2855676614596774,0.7304800292741935,Sighted,High PD – Sighted,552,1,0,1
Minjong Kim,80,KOR,High,Male,Olympic,Loss,Pre,0.04254646235062499,0.04451006215625,0.00366151995921875,0.02739663488234376,0.01487676526289844,0.002555693195328125,-0.00921071166640625,0.4165665584375,0.7499337084375,Sighted,High PD – Sighted,397,1,0,0
Temur Rakhimov,81,TJK,High,Male,Olympic,Win,Pre,0.00664216153912605,0.01704065660814454,0.1511766263403361,0.0003208192278317563,0.00147421957919605,0.0209153787897742,-0.1561775315521009,0.3341937311764706,0.7035774338655462,Sighted,High PD – Sighted,553,1,0,1
Alisher Yusupov,82,UZB,High,Male,Olympic,Win,Pre,0.07034436321276596,0.07399842611914893,0.09636249557872342,0.01053677489829787,0.01054250184595745,0.1138952935787234,-0.1146244599829787,0.2709806857446809,0.5417454674468086,Sighted,High PD – Sighted,29,1,0,1
Andy Granda,83,CUB,High,Male,Olympic,Loss,Pre,0.1079310504587059,0.06818419631199998,0.02360205411529412,0.002960999806747058,0.03002521497823529,0.02858102662035294,0.02087314648588235,0.1744624498235294,0.7028676463529412,Sighted,High PD – Sighted,43,1,0,0
Tasuru Saito,84,JPN,High,Male,Olympic,Loss,Pre,0.03877186026619355,0.149632775244086,0.1216469888010753,0.002543838438322581,0.01178921829817204,0.1175146395772043,-0.2281419663655914,0.249740562688172,0.3848276229032257,Sighted,High PD – Sighted,550,1,0,0
Nataliya Nikolaychyk,85,UKR,High,Female,Paralympic,Win,Pre,0.0001595151716905286,0.06611219373699083,0.01301191963712844,0.004902869370822749,0.003808444805908162,0.0004680357316546618,-0.0697136676466055,0.2760191256422018,0.7614348746788991,Blind,High PD – Blind,420,1,1,1
Shizuka Hangai,86,JPN,High,Female,Paralympic,Loss,Pre,0.01828502041749467,0.072577671521916,0.05432584720366719,0.001288721026549648,0.005359772043483729,0.009185344747556914,-0.08993068051354959,0.3516637316,0.5678424544,Blind,High PD – Blind,524,1,1,0
Rosicleide Andrade,87,BRA,High,Female,Paralympic,Win,Pre,0.0001278523533842857,0.02640415947095238,0.0002029452892714285,1.527194965714286e-06,5.899968858095238e-06,3.245241455238096e-05,-0.02627630663190476,0.2347627642857142,0.9754266457142858,Blind,High PD – Blind,491,1,1,1
Ecem Tasin Cavdar,88,TUR,High,Female,Paralympic,Win,Pre,7.284001954972667e-05,0.01183410079541667,0.01058014109831342,0.0004100994747040067,0.000620776922371,0.007561314851446126,-0.01359613984333334,0.2898985016666666,0.61617057875,Blind,High PD – Blind,151,1,1,1
Rocio Ledesma Dure,89,ARG,Low,Female,Paralympic,Loss,Pre,0.01486032448562143,0.01952934964642857,0.006252554220238095,0.001446865368095238,0.009424257822857144,0.0009928197810529522,-0.008046525175000001,0.3462526630952381,0.9043447366666665,Blind,Low PD – Blind,487,0,1,0
Emmanouela Massourou,90,GRE,High,Female,Paralympic,Loss,Pre,0.0150523301051745,0.00717674140769312,0.008980023296887052,0.0001501962620833333,0.0004468373150041667,0.00444847172211875,0.004512347901808188,0.3456883254166667,0.5446418810416667,Blind,High PD – Blind,162,1,1,0
Shi Yijie,91,CHN,High,Female,Paralympic,Win,Pre,0.3190275324481482,0.02677190407222222,0.0762621102311111,0.001157552921311111,0.004721486791370371,1.734327434222222e-06,0.2427654237074074,0.5435118866666667,0.3016685254814814,Blind,High PD – Blind,520,1,1,1
Liana Mutia,92,USA,Low,Female,IBSA Judo Grand-prix Portugal 2023,Win,Pre,0.001351161564940183,0.02719280421226316,0.09941741890011961,0.0002448628164106538,0.001383663320233466,0.004652972950215323,-0.1062661156886382,0.3016589607236842,0.5266135465789473,Blind,Low PD – Blind,324,0,1,1
Anzhela Havrysiuk,93,UKR,High,Female,Paralympic,Loss,Pre,8.836883969894623e-05,0.3221680150271303,0.00307958571114971,9.052692814371232e-05,0.01336979906768116,0.0002789620338304348,-0.3224818057028985,0.3460874692753623,0.5045854722173913,Blind,High PD – Blind,62,1,1,0
Paula Gomez,94,ARG,Low,Female,Paralympic,Win,Pre,4.968384536938776e-05,0.02459833903265306,0.05440682432979593,0.000498538799632653,0.006695672373979592,0.04880373259562042,-0.09482344691632653,0.2248673495918367,0.4821191204081633,Blind,Low PD – Blind,457,0,1,1
Uljon Amrieva,95,UZB,High,Female,Paralympic,Loss,Pre,6.884945115848484e-05,0.06716996349727272,0.06163625609858586,0.004570565758131313,0.04978908831231312,0.002824600904242121,-0.1251790008727273,0.4406541789898989,0.4999386948484848,Blind,High PD – Blind,572,1,1,0
Priscilla Gagne,96,CAN,Low,Female,Paralympic,Loss,Pre,0.06513762855020304,0.00174811353448052,0.01411756872390909,7.641875391476883e-05,3.342277081012988e-05,7.069760222597402e-05,0.05007213771636362,0.3873071866233767,0.7942059954545455,Blind,Low PD – Blind,463,0,1,0
Liu LI,97,CHN,High,Female,Paralympic,Win,Pre,0.0001764096521356451,0.1643215368274193,0.1276187231758065,0.0008731446428661291,0.00885966494983871,0.002650897069693548,-0.260887065,0.2792111661290323,0.390570114032258,Blind,High PD – Blind,333,1,1,1
Brenda Souza,98,BRA,High,Female,Paralympic,Loss,Pre,0.0002528323131982758,0.02986756628206896,0.001862880565706897,0.002222396070143067,0.0003639653918398103,0.0002335952791314569,-0.03055331930241379,0.1818164681551724,0.866907729137931,Blind,High PD – Blind,92,1,1,0
Theodora Paschalidou,99,GRE,High,Female,Judo World Championships Baku 2022,Loss,Pre,0.02358258802518633,0.04759490732398538,0.00496184724180753,0.00467322631952446,0.0009675705997019541,0.001467196304793598,-0.02401472054231043,0.2333570357142857,0.7206853176666668,Sighted,High PD – Sighted,559,1,0,0
Nicolina Pernheim,100,SWE,Low,Female,Paralympic,Loss,Pre,0.007728999734575266,0.03295379064659466,0.004531109960944275,0.003762216476094469,0.0008058176776970168,0.002635075044489382,-0.02715374094914641,0.2921803414122137,0.6699554359541985,Blind,Low PD – Blind,431,0,1,0
Turuunaa Lkhaijav,101,MGL,High,Female,Judo World Championships Baku 2022,Loss,Pre,0.002470334817930397,0.1401939104418436,0.01928314404526937,0.0009950194826377511,0.002908864132307115,0.009606400815933084,-0.1476233140411163,0.1042858330196262,0.4749813388411215,Sighted,High PD – Sighted,569,1,0,0
Merve Uslu Hajabipour,102,TUR,High,Female,Paralympic,Loss,Pre,0.0309065421657451,0.03010556910092157,0.01635763187431373,0.02165020528796079,0.005457011762019608,0.03480031125045098,-0.02375296742264706,0.4583189186274509,0.5449871478431372,Blind,High PD – Blind,386,1,1,0
Anastasiia Harnyk,103,UKR,High,Female,Paralympic,Loss,Pre,0.0004560660173096081,0.03425309719307207,0.1195754037581081,0.04454466908261622,0.01396306751613195,0.0003190337839762568,-0.1310842423540541,0.4120027454054053,0.6547759551351351,Blind,High PD – Blind,38,1,1,0
Erika Zoaga,104,BRA,High,Female,Paralympic,Loss,Pre,0.004476540263211674,0.01246583898803789,0.01049594255947964,0.005709850461548992,0.002658413111143851,0.001804924515452632,-0.0114146539872721,0.2772655426315789,0.9339214288421053,Blind,High PD – Blind,167,1,1,0
Nazan Akin Günes,105,TUR,High,Female,Paralympic,Win,Pre,0.3140137755248571,7.524628584048571e-05,1.163489239571544e-05,7.513602155899999e-06,2.429509487414286e-05,1.740417238913571e-05,0.313915936297,0.3877136902857144,0.5612383131714286,Blind,High PD – Blind,425,1,1,1
Christella Garcia,106,USA,Low,Female,Paralympic,Win,Pre,0.0001735764854943396,0.02497941379528302,0.008747680038221886,2.825209526415094e-07,0.07555994634415093,0.1792692419603774,-0.2233613668867925,0.3742694898113208,0.4442636132075471,Blind,Low PD – Blind,109,0,1,1
Feruza Ergasheva,107,UZB,High,Female,Paralympic,Loss,Pre,0.0188320635170669,0.06470940574933333,0.2951861963912963,0.001991331755029445,0.0005544717792021281,0.006689372666956481,-0.3249971595861111,0.3792771443518518,0.4361035911574074,Blind,High PD – Blind,184,1,1,0
