Name,Sr_No,Nationality,PD,Gender,Competition,Result,TimePoint_Label,Happy,Sad,Angry,Surprised,Scared,Disgusted,Valence,Arousal,Neutral,Sighted_Blind,Group,Athlete_Code,PD_Code,SB_Code,Result_Code
Solfrid Eila Amena Koanda,193,NOR,Low,Female,Olympic,Win,Post,0.259800261646342,0.1733800396985021,0.003012169009415152,0.007805429894093719,0.04066419578167965,0.1064895825492641,0.02523512841861474,0.4591153604761905,0.2748611229112554,Sighted,Low PD – Sighted,536,0,0,1
Emily Jade Campbell,199,GBR,Low,Female,Olympic,Win,Post,0.4234935898575424,0.007035329026860992,0.0287317007704753,0.01168547669164749,0.003008592190813474,0.1640194212433559,0.2351833523161017,0.5073080838983051,0.2170667170813559,Sighted,Low PD – Sighted,161,0,0,1
Fabin Li,201,CHN,High,Male,Olympic,Win,Post,0.1082692597344661,0.01747842867442508,0.008475427572604588,0.04624996140078649,0.09110274486503815,0.01242635131290898,0.0004431090883063,0.4427622873873874,0.4776042370991291,Sighted,High PD – Sighted,175,1,0,1
Theerapong Silachai,202,THA,High,Male,Olympic,Loss,Post,0.5630616483695544,0.025006091300149,0.018575300421939,0.01352393805380948,0.007275957211187204,0.005105917360272511,0.5233202063189574,0.4929324311848341,0.2328061356018957,Sighted,High PD – Sighted,558,1,0,0
Hampton Morris,203,USA,Low,Male,Olympic,Win,Post,0.5050235437779171,0.01796185130747988,0.001963202925843307,0.004119646134296152,0.002898063111760891,0.0392714369437816,0.4588321404600023,0.4554229176847827,0.3402504547592392,Sighted,Low PD – Sighted,215,0,0,1
Antonino Pizzolato,211,ITA,Low,Male,Olympic,Win,Post,0.4336667062549021,0.01139439330715686,0.02236994097268706,0.004323955644681176,0.004434619166495328,0.01260740100002941,0.408955106554902,0.4807830905882353,0.4593141687647059,Sighted,Low PD – Sighted,58,0,0,1
Zoe Newson,226,GBR,Low,Female,Paralympic,Loss,Post,0.5585048793042661,0.007558736140119655,0.113064135622338,0.004712481910583372,0.0005198929430898643,0.01250769948888177,0.4434192354185484,0.6020247577419355,0.1968884283564581,Blind,Low PD – Blind,612,0,1,0
Olivia Broome,231,GBR,Low,Female,Paralympic,Win,Post,0.3139308617246524,0.008831717591953446,0.01511911950823966,6.368179632381402e-05,0.0001151978765079753,0.0827239131159994,0.2149909183093607,0.497849132183908,0.3390223611518965,Blind,Low PD – Blind,441,0,1,1
Mark Swan,274,GBR,Low,Male,Paralympic,Loss,Post,0.092358333923489,0.2386763904748792,0.00867924806275411,8.431723523280218e-05,0.0001991966913088352,0.01582813566745084,-0.1518186382831868,0.3622413170329671,0.521920390087912,Blind,Low PD – Blind,368,0,1,0
Donato Telesca,297,ITA,Low,Male,Paralympic,Win,Post,0.07468569177047531,0.0006366296993554225,1.234007923961744e-05,7.489730693528545e-05,4.716451102349945e-05,5.323981878775537e-05,0.07401363806122521,0.3855263343181818,0.5193727480354091,Blind,Low PD – Blind,146,0,1,1
Noah Lyles,301,USA,Low,Male,Olympic,Win,Post,0.167781956232159,0.01018223533409846,0.009068985547990606,0.03095162269756374,0.00394025179588854,0.01914893913264899,0.1389412770328117,0.3974718427715356,0.5313892005393446,Sighted,Low PD – Sighted,434,0,0,1
Fred Kerley,302,USA,Low,Male,Olympic,Win,Post,0.05526043183559462,0.006314254324115449,0.007496691311621302,0.002773742240664066,0.02040150254825912,0.01039464605422885,0.02391821094731897,0.4124960047899159,0.5288596294285715,Sighted,Low PD – Sighted,190,0,0,1
Kenneth Bednarek,303,USA,Low,Male,Olympic,Loss,Post,0.3683326686852633,0.002403090603483248,0.001764854939649784,0.001328022217190394,0.002693951856897108,0.008553574054555143,0.3584694704402206,0.4161098122849463,0.4962864431019248,Sighted,Low PD – Sighted,296,0,0,0
Quincy Hall,307,USA,Low,Male,Olympic,Win,Post,0.1564274149868997,0.002488042424534059,0.01352771290912217,0.2350500871679132,0.04008416926418396,0.007003262512283808,0.1108513997328426,0.5657757663888888,0.3144253749629629,Sighted,Low PD – Sighted,466,0,0,1
Matthew Hudson Smith,308,GBR,Low,Male,Olympic,Loss,Post,0.01713610522409357,0.03264744443035578,0.006142012443325113,0.04963171809608613,0.01962539361223666,0.0003329071555734272,-0.03360839960376667,0.5349790803333333,0.4699765796666667,Sighted,Low PD – Sighted,376,0,0,0
Cole Hocker,309,USA,Low,Male,Olympic,Win,Post,0.1515860766885658,0.001088074512304384,0.001016021919904934,0.0008549230891434569,1.308371729207214e-05,0.0001267988902611137,0.1497867697327145,0.3704976719776119,0.8154313927102682,Sighted,Low PD – Sighted,115,0,0,1
Josh Kerr,310,GBR,Low,Male,Olympic,Loss,Post,0.3186070793644329,0.01085728198652471,0.005991171439923842,0.0002136980865881732,0.0006426471276094364,0.005142519382156771,0.3046012121619587,0.4927414821649485,0.4356075931907217,Sighted,Low PD – Sighted,278,0,0,0
Yared Nuguse,311,USA,Low,Male,Olympic,Win,Post,0.877406635647612,0.002033761000143667,0.0002879020447925969,0.01120588385593956,0.002814688781994989,0.001202801025149633,0.8729508820215671,0.7576601832835821,0.08043718134009702,Sighted,Low PD – Sighted,588,0,0,1
Grant Fisher,313,USA,Low,Male,Olympic,Loss,Post,0.5635563745135378,0.003525359421880544,0.07088380564765033,0.006624316196473542,0.006431899728749618,0.005004822750964159,0.4897803252252613,0.6079571397552448,0.2170211199822143,Sighted,Low PD – Sighted,205,0,0,0
Marco Arop,314,CAN,Low,Male,Olympic,Loss,Post,0.5936998895156462,0.02819998671842424,0.0293397628107132,0.001939026081013216,0.008896584289094917,0.01005302426448735,0.5441910611020409,0.56704453,0.2095036668685034,Sighted,Low PD – Sighted,358,0,0,0
Aaron Brown,318,CAN,Low,Male,Olympic,Win,Post,0.6477834995577622,0.002141823974115829,0.004098202287252445,0.00670112672108183,0.001330785458547895,0.001536801728013936,0.6411514889524057,0.5318942483216782,0.2181056207100699,Sighted,Low PD – Sighted,0,0,0,1
Andre De Grasse,319,CAN,Low,Male,Olympic,Win,Post,0.1925987323170207,0.001737236437471432,0.0006396647356308419,0.004150519679755071,0.009242148392741567,0.0007960451809733036,0.18200993274108,0.4863846831899641,0.5176294524010036,Sighted,Low PD – Sighted,41,0,0,1
Jerome Blake,320,CAN,Low,Male,Olympic,Win,Post,0.1558586528131493,0.01388597868850064,0.011862856656488,0.00597633551316172,0.003107821084769797,0.00835085551408339,0.1318992740730077,0.4107617202298851,0.6600965103501916,Sighted,Low PD – Sighted,263,0,0,1
Brendon Rodney,321,CAN,Low,Male,Olympic,Win,Post,0.2733949711194318,0.007759774540585339,0.006827055094679595,0.006314121217648802,0.002987527380933806,0.00463497152181519,0.259944685051463,0.4637020871476511,0.4834698959520342,Sighted,Low PD – Sighted,93,0,0,1
Bayanda Walaza,322,ZAF,Low,Male,Olympic,Loss,Post,0.2335874580471344,0.02425271244171897,0.01346475478974547,0.02617271072803415,0.002564405946877589,0.02012274424336072,0.196511417209664,0.4019211330039525,0.4217013877944664,Sighted,Low PD – Sighted,81,0,0,0
Shaun Maswanganyi,323,ZAF,Low,Male,Olympic,Loss,Post,0.3191978073193491,0.01324483818220638,0.01465102540225862,0.01982872758985111,0.0108207228414914,0.02186371679071466,0.2775069563681065,0.5005534221301775,0.4330065113621303,Sighted,Low PD – Sighted,514,0,0,0
Bradley Nkoana,324,ZAF,Low,Male,Olympic,Loss,Post,0.5763807472615549,0.003693103884675683,0.01380704733177375,0.00875787767853238,0.002031768785369557,0.006099601624820437,0.5589261841018056,0.5076617165972223,0.3023920432982639,Sighted,Low PD – Sighted,89,0,0,0
Akani Simbine,325,ZAF,Low,Male,Olympic,Loss,Post,0.7486349673352601,0.002124067337477656,0.001571352440185199,0.004325735367294145,0.001461764697379788,0.004964446284145993,0.7421288235780346,0.5873856240751445,0.1657821729470046,Sighted,Low PD – Sighted,14,0,0,0
Jeemiah Azu,326,GBR,Low,Male,Olympic,Win,Post,0.6564998739803758,9.424906339365698e-05,0.001080660191782791,0.0134358182334334,0.007412228834391981,0.0002605686387112308,0.6484247714583332,0.6264732970512821,0.2101322961552436,Sighted,Low PD – Sighted,259,0,0,1
Louie Hinchliffe,327,GBR,Low,Male,Olympic,Win,Post,0.3087173432250575,0.001950918362432569,0.02835102826028743,0.00291838980382844,0.001680682373664128,0.02475386389839617,0.2550586912244037,0.4613902992660551,0.5340671144201834,Sighted,Low PD – Sighted,340,0,0,1
Nethaneel Mitchell-Blake,328,GBR,Low,Male,Olympic,Win,Post,0.08039922461747369,0.04011171717304211,0.0771876366444663,0.0233466789159579,0.0259637765237579,0.01133474981788947,-0.02258285355052632,0.3963701283157895,0.6124296804210526,Sighted,Low PD – Sighted,428,0,0,1
Zharnel Hughes,329,GBR,Low,Male,Olympic,Win,Post,0.6751424586490845,0.003547979912419742,0.002474767133656164,0.001289836700978258,0.001742601213320271,0.01333515239906896,0.6594292862014233,0.4074194343103449,0.414455395462931,Sighted,Low PD – Sighted,607,0,0,1
Grant Holloway,334,USA,Low,Male,Olympic,Win,Post,0.1988234959612001,0.04728124754970914,0.1218089355995486,0.05722071528434285,0.02553016821334857,0.02819905029852857,0.04960464515840001,0.5221872554857144,0.3447460721542858,Sighted,Low PD – Sighted,206,0,0,1
Daniel Roberts,335,USA,Low,Male,Olympic,Loss,Post,0.5559468291402411,0.01057071485081808,0.0082105896726757,0.00162317663312873,0.002298338022292603,0.005776249789992099,0.5385642153079434,0.5242878134508349,0.2906700390622868,Sighted,Low PD – Sighted,126,0,0,0
Rai Benjamin,336,USA,Low,Male,Olympic,Win,Post,0.2867334891716033,0.005522638588837398,0.008278073442932288,0.03298934022097499,0.01157708027812695,0.009758735145005443,0.2620664379689445,0.4944699289678899,0.5131505281976148,Sighted,Low PD – Sighted,469,0,0,1
Karsten Warholm,337,NOR,Low,Male,Olympic,Loss,Post,0.2863817933098678,0.01211097377904494,0.01303838825382801,0.06784269349264309,0.002402005800015693,0.001839430943093537,0.2636486563346858,0.5171638163711911,0.4326252423997529,Sighted,Low PD – Sighted,287,0,0,0
Kenneth Rooks,338,USA,Low,Male,Olympic,Loss,Post,0.0929871870461984,0.0006270793647005454,0.002242957955247728,0.4729049245568182,0.0007681066657159092,0.002789016472532955,0.08928764554456045,0.5904059961363637,0.2358418156136363,Sighted,Low PD – Sighted,297,0,0,0
Hamish Kerr,342,NZL,Low,Male,Olympic,Win,Post,0.5577714832207269,0.0003761779296222537,0.0004028354909040177,0.01063067628270205,0.00209149301297724,0.0009208077113886663,0.5549060768083959,0.4973790013788396,0.3983317095560341,Sighted,Low PD – Sighted,214,0,0,1
Shelby Mcewen,343,USA,Low,Male,Olympic,Loss,Post,0.6870949318666667,0.02212730060345933,0.01035045621594857,0.0040776768433502,0.00026359592052384,0.01649865834688106,0.65024353576,0.6683066110666667,0.1504711591237467,Sighted,Low PD – Sighted,515,0,0,0
Ethan Katzberg,346,CAN,Low,Male,Olympic,Win,Post,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4289456926262625,0.5000000133333332,Sighted,Low PD – Sighted,170,0,0,1
Bence Halasz,347,HUN,Low,Male,Olympic,Loss,Post,0.01297713978150943,0.03293518581320755,0.00521153543226415,0.004302397770981132,0.004807406481320755,0.04914741483207546,-0.04644494959245283,0.2765194488679245,0.5969595843396226,Sighted,Low PD – Sighted,85,0,0,0
Armand Duplantis,349,SWE,Low,Male,Olympic,Win,Post,0.1222802386612316,0.008582939799798883,0.003557212377565077,0.1177688069895133,0.003663348069398364,0.001459599850298018,0.1099189627067111,0.4495644785714286,0.4943325023278571,Sighted,Low PD – Sighted,66,0,0,1
Sam Kendricks,350,USA,Low,Male,Olympic,Loss,Post,0.2608644956438472,0.002192555705564821,0.002124962292291178,0.06097445601204738,0.002516261321888741,0.00693062588229405,0.2496581714921861,0.5930400936088155,0.4299739619258953,Sighted,Low PD – Sighted,502,0,0,0
Ryan Crouser,351,USA,Low,Male,Olympic,Win,Post,0.7173811926315788,9.668028502631582e-06,7.104597708421052e-05,0.0,3.693076448947368e-05,0.001083558346315789,0.7162891284210527,0.5002923042105264,0.1422819004205263,Sighted,Low PD – Sighted,493,0,0,1
Joe Kovacs,352,USA,Low,Male,Olympic,Loss,Post,0.3891399714088234,0.0008020035283160228,0.001169873060701196,7.924778153384337e-05,0.000428341373118815,0.003703563742147058,0.3851283041309118,0.4151611941176471,0.517008853935294,Sighted,Low PD – Sighted,274,0,0,0
Payton Otterdahl,353,USA,Low,Male,Olympic,Loss,Post,0.0002806257716785715,0.2071891210553572,0.04872250194642857,0.0002002091371464286,3.491656058892538e-05,0.0001441895426506071,-0.2307770409285714,0.4970907180357144,0.5120724182142856,Sighted,Low PD – Sighted,458,0,0,0
Artem Dolgopyat,354,ISR,Low,Male,Olympic,Loss,Post,0.254630332375,0.228683563125,0.0113405932625,0.0077453428875,0.006111303087499999,0.0335506449625,0.02594675662500001,0.15616302625,0.355412165,Sighted,Low PD – Sighted,68,0,0,0
Jake Jarman,355,GBR,Low,Male,Olympic,Loss,Post,0.3200891789198114,0.01806513052303571,0.008852747680954069,0.09985957448012878,0.01831245854545665,0.02433308278077387,0.2721783349923114,0.5059277056367925,0.3786178724646226,Sighted,Low PD – Sighted,248,0,0,0
Rhys Mc CLengaghan,356,IRL,Low,Male,Olympic,Win,Post,0.7039622779154928,0.00421348018309494,0.001656495213018759,0.001435333564540143,0.003819353336153412,0.01646367124993282,0.6836775828450704,0.5888949629577465,0.2159336872024225,Sighted,Low PD – Sighted,483,0,0,1
Stephen Nedoroscik,357,USA,Low,Male,Olympic,Win,Post,0.206740803293,0.0003966731704661329,0.004554432303550363,0.00323234622148112,0.0007274449374301888,0.0284062640710008,0.1741371962178741,0.4687460246853147,0.6289895740698084,Sighted,Low PD – Sighted,541,0,0,1
Max Whitlock,358,GBR,Low,Male,Olympic,Loss,Post,0.02187619285317072,0.1430379881023846,0.02652548734408166,0.0007846014388976332,0.01024332763488467,0.01567084422907881,-0.1283082253489763,0.4126704374319526,0.6086687153846154,Sighted,Low PD – Sighted,379,0,0,0
Harry Hepworth,359,GBR,Low,Male,Olympic,Win,Post,0.3588424609703509,0.02982911025365322,0.01589691429114003,0.08740985616505409,0.005284130978536789,0.009250163277900215,0.3181952711860294,0.494500055882353,0.3507332074075735,Sighted,Low PD – Sighted,220,0,0,1
Noah Malone,360,USA,Low,Male,Paralympic,Loss,Post,0.501142037729023,0.002342646172740186,0.001310404026801714,0.00116329324778208,0.001145398262149205,0.001761278015994696,0.4972948609705652,0.4267051089440994,0.3606318192875776,Blind,Low PD – Blind,435,0,1,0
Salum Ageze Kashafali,362,NOR,Low,Male,Paralympic,Loss,Post,0.3570039727284069,0.01167868610058193,1.462964394127094e-05,0.0002362466584053486,0.0006974405861643651,5.146992760136565e-05,0.3447054258801417,0.4917513470434782,0.3885336662722077,Blind,Low PD – Blind,500,0,1,0
Austin Smeenk,364,CAN,Low,Male,Paralympic,Win,Post,0.04857984428660821,1.911510482736842e-06,0.0,1.160725882594453e-06,2.239090555496261e-05,1.526778551584206e-05,0.04855477897989326,0.4672715569230769,0.539375946639676,Blind,Low PD – Blind,76,0,1,1
James Turner,366,AUS,Low,Male,Paralympic,Win,Post,0.5886455459760428,0.003196734391372377,0.0007011476508672745,1.314602543708285e-05,0.0008664948158848587,3.527491344879157e-05,0.5843014666685562,0.580580657486631,0.2081650848995915,Blind,Low PD – Blind,251,0,1,1
Jaydin Blackwell,368,USA,Low,Male,Paralympic,Win,Post,0.05076301421081395,0.00179686186125,0.0010870592863,0.05348559766222918,0.001774917650021875,0.00098220034529375,0.04760946699610417,0.4895723670833333,0.4885150385416667,Blind,Low PD – Blind,257,0,1,1
Ryan Medrano,369,USA,Low,Male,Paralympic,Loss,Post,0.4681088935178949,0.001501724278947369,0.0001761362277505263,0.0,0.0007608992842105263,2.315077894736842e-05,0.466604461436842,0.6882206163157896,0.307664618986379,Blind,Low PD – Blind,494,0,1,0
Mpumelelo Mhlongo,371,ZAF,Low,Male,Paralympic,Win,Post,0.8070092161522001,2.286348684e-05,2.749489549e-05,1.302258715333333e-05,8.688257706666668e-05,1.183750448666667e-05,0.8069095280479999,0.7253842213333335,0.1683382059533333,Blind,Low PD – Blind,406,0,1,1
Korban Best,372,USA,Low,Male,Paralympic,Loss,Post,0.4098396982278426,0.03238509994006666,0.006588048410475739,0.0006883654978352616,0.004820368457352639,0.01000744502167467,0.3733628207524431,0.5227605678409091,0.3854182760585717,Blind,Low PD – Blind,303,0,1,0
Toni Piispanen,373,FIN,Low,Male,Paralympic,Win,Post,0.5786014827081379,0.0005829619179848292,0.0001262666370221118,0.001305683882411044,0.0009459290971981148,5.564625582137267e-05,0.576958095172113,0.6418441645341615,0.2745439968062112,Blind,Low PD – Blind,564,0,1,1
Marcus Perrineau Daley,374,GBR,Low,Male,Paralympic,Loss,Post,0.2820209555302341,0.001066483349622857,2.003603678708616e-05,9.225816136449894e-06,1.804282137762281e-05,0.0005831541367454407,0.2804783307081104,0.4963623089705883,0.435578169521475,Blind,Low PD – Blind,360,0,1,0
Leo Pekka Tahti,376,FIN,Low,Male,Paralympic,Win,Post,0.1059024679546512,0.005001755397976745,0.02325511090488372,0.08857308609170303,0.003377964857395349,0.0008869076763186046,0.07857836142558139,0.5584985448837209,0.5368092743488372,Blind,Low PD – Blind,318,0,1,1
Ezra Frech,377,USA,Low,Male,Paralympic,Win,Post,0.01763057153428572,0.02344455723235,0.002318879333333333,0.018499721243,0.003143498636769524,0.003099131561904762,-0.00810479978095238,0.5614936599999999,0.4727608033333334,Blind,Low PD – Blind,173,0,1,1
Daniel Wagner,378,DEN,Low,Male,Paralympic,Loss,Post,0.04931465323874667,0.0,0.06575250213333332,0.1480125307066667,0.0003139258450873333,0.04596456222239999,-0.04735872646666665,0.7468469673333333,0.3551398513333333,Blind,Low PD – Blind,128,0,1,0
Ben Sandilands,382,GBR,Low,Male,Paralympic,Win,Post,0.5194450240298615,0.0664377722494894,0.002681154803604172,0.0001200138539815714,4.759902915794286e-05,0.0003740389902250037,0.4518910515209499,0.53432105675,0.2261167785628929,Blind,Low PD – Blind,84,0,1,1
Nate Riech,384,CAN,Low,Male,Paralympic,Loss,Post,0.634543137919091,0.007192551490229733,0.001009428238133666,0.002146471911333984,0.001636844265204092,0.004907968900822727,0.6269198713875153,0.5690390495454546,0.240873915044697,Blind,Low PD – Blind,421,0,1,0
Reece Langdon,385,AUS,Low,Male,Paralympic,Win,Post,0.2239958774324324,0.002607890178918919,0.0003653172322432433,7.150907578108109e-06,1.069626660810811e-05,7.358175753513514e-05,0.2212745669378378,0.4265103170270271,0.4605016867567567,Blind,Low PD – Blind,477,0,1,1
Michael Roeger,387,AUS,Low,Male,Paralympic,Loss,Post,0.3398626120435294,0.002368287670446294,0.08518484905292235,0.001807833817102708,0.0001743172599174494,0.001180096602837647,0.2529614900894118,0.5666763829411765,0.3604729140364706,Blind,Low PD – Blind,391,0,1,0
Marcel Hug,388,SUI,Low,Male,Paralympic,Loss,Post,0.6795697990029546,0.0001072058574218898,4.945150337120285e-05,0.01147471224614348,0.003312992700091974,0.000303333330409075,0.6761658750989205,0.636242055,0.1709244393467614,Blind,Low PD – Blind,356,0,1,0
Cody Fournie,389,CAN,Low,Male,Paralympic,Win,Post,0.007607680358681818,0.1019600458079864,0.03988908885454546,0.0003046839967,0.001033787372727273,0.0004769404354431819,-0.1245101425318182,0.3669911627272727,0.4659568345454545,Blind,Low PD – Blind,114,0,1,1
Levi Vloet,390,NED,Low,Male,Paralympic,Loss,Post,0.2472921646112174,0.001462105009753623,0.001114874499115264,0.02451839914958985,0.002268626418517971,0.03601974264831594,0.2098534113859348,0.5935746618840579,0.3607791457971015,Blind,Low PD – Blind,321,0,1,0
William Stedman,391,AUS,Low,Male,Paralympic,Loss,Post,0.7355835970465038,0.002071819552096719,0.02410993020789904,0.005889332227777841,0.006135389806370009,0.006503124924233375,0.7030936841735161,0.6582019645662102,0.1196474973169822,Blind,Low PD – Blind,585,0,1,0
Brent Lakatos,392,CAN,Low,Male,Paralympic,Loss,Post,0.2715571805397322,2.397875572069286e-06,7.552302350388072e-07,2.01131665002375e-06,1.542142591354375e-05,8.27850727892857e-06,0.2715356542692857,0.5623543519642857,0.6085454039464285,Blind,Low PD – Blind,94,0,1,0
Brian Siemann,393,USA,Low,Male,Paralympic,Win,Post,0.3413060350621979,2.268687122759495e-05,6.082768198901098e-07,6.127145295573627e-06,6.248026705648353e-06,4.013699448241758e-06,0.3412809472281318,0.4760169014285714,0.4318100902943955,Blind,Low PD – Blind,95,0,1,1
Daniel Romanchuk,394,USA,Low,Male,Paralympic,Win,Post,0.6450311259008724,0.00042390392483967,3.028221574907195e-05,4.553208294689723e-05,0.0001285780901019463,8.585513102660738e-05,0.6445196109881209,0.6268256753691275,0.366013716672657,Blind,Low PD – Blind,127,0,1,1
Hunter Woodhall,396,USA,Low,Male,Paralympic,Win,Post,0.5600253375095274,0.1222517910881742,0.001145132166912713,3.627354584963379e-06,2.775552782835135e-05,0.0008804192962226461,0.4364519770146155,0.6653578349224807,0.1817244344154911,Blind,Low PD – Blind,231,0,1,1
Jesse Zesseu,398,CAN,Low,Male,Paralympic,Loss,Post,0.5378167322925334,0.002320753704035461,0.000214288141595711,0.0002830986672914515,0.0005387467794510569,0.000592536288113663,0.5354861892705157,0.5644493555089819,0.2566489174103156,Blind,Low PD – Blind,265,0,1,0
Rigivan Ganeshamoorthy,399,ITA,Low,Male,Paralympic,Win,Post,0.005218234892842477,0.0,0.0,0.0,0.0,0.0,0.005218234892842477,0.7218020833333334,0.4973908518181818,Blind,Low PD – Blind,484,0,1,1
Jeremy Campbell,400,USA,Low,Male,Paralympic,Win,Post,0.1700478741875,4.513840625e-07,4.985535674999999e-07,0.000343547216875,2.40950334375e-05,0.0,0.1700237794375,0.481365466875,0.600617590875,Blind,Low PD – Blind,262,0,1,1
David Blair,401,USA,Low,Male,Paralympic,Win,Post,0.0,0.0,0.005386395928571429,1.446936302625714e-05,0.0,0.0,-0.005386395928571429,0.5277205171428572,0.5548764528571428,Blind,Low PD – Blind,132,0,1,1
Michael Burian,403,AUS,Low,Female,Paralympic,Win,Post,0.4675244544004409,0.009296073687131364,0.05285871102950421,8.635496602462574e-05,0.007491890386044072,0.0009526119627545881,0.406416838601146,0.5422345458163265,0.2580254333591429,Blind,Low PD – Blind,389,0,1,1
Sha'Carri Richardson,404,USA,Low,Female,Olympic,Loss,Post,0.5172305410406637,0.01914975817190241,0.008497153443801383,0.01760741906398133,0.01131440433219763,0.003714267766078848,0.4869557130747436,0.516810877841954,0.3268471810356943,Sighted,Low PD – Sighted,512,0,0,0
Melissa Jefferson,405,USA,Low,Female,Olympic,Win,Post,0.4259473834234954,0.016466328021092,0.02988552597629364,0.1123492114563127,0.00507391763247112,0.01460572401242827,0.3780017058711818,0.533854097,0.2700337060471909,Sighted,Low PD – Sighted,384,0,0,1
Daryll Neita,406,GBR,Low,Female,Olympic,Loss,Post,0.8535527449999999,0.002419754349047619,0.001179428150642857,0.002392752254702381,0.002288117289404762,0.006502002192619048,0.8462548004761904,0.6491822161904762,0.07839413484523809,Sighted,Low PD – Sighted,131,0,0,0
Gabrielle Thomas,407,USA,Low,Female,Olympic,Win,Post,0.655427162360465,0.002861245710441046,0.003218867660177559,0.007241038550882127,0.001365699904120027,0.001385014479670155,0.649902949977907,0.5981057551744186,0.2451530521276163,Sighted,Low PD – Sighted,193,0,0,1
Brittany Brown,408,USA,Low,Female,Olympic,Loss,Post,0.5342178568701765,0.001573545719609706,0.002034296453014706,0.3160285202020588,0.00198262626447147,0.002429551404658823,0.5294360176858823,0.8230747323529413,0.08082334904411764,Sighted,Low PD – Sighted,96,0,0,0
Dina Asher-Smith,409,GBR,Low,Female,Olympic,Loss,Post,0.7353882180392158,0.007064587934033333,0.002248454585537451,0.001061158394256863,0.002275259622834706,0.004589275101364706,0.7262651449019607,0.5208461421568628,0.1987760933382353,Sighted,Low PD – Sighted,140,0,0,0
Jessica Hull,412,AUS,Low,Female,Olympic,Loss,Post,0.9650900943749999,7.35534758223125e-07,0.0,0.0001031962294525688,0.00015719550873125,4.589631527396736e-07,0.96493289875,0.6552370241666666,0.04457125478124999,Sighted,Low PD – Sighted,266,0,0,0
Georgia Bell,413,GBR,Low,Female,Olympic,Win,Post,0.9647806309090909,0.0,0.001637334291882909,8.95298874690909e-05,0.0,3.472531329195637e-05,0.9631428234545453,0.6009196585454546,0.02877234490327272,Sighted,Low PD – Sighted,197,0,0,1
Masai Russell,416,USA,Low,Female,Olympic,Win,Post,0.3076270298549575,0.2797367148704334,0.005835449924283333,0.01536506510379876,0.01699172893793375,0.01775835204720084,0.01466285925000001,0.4761956647916666,0.2423636608605833,Sighted,Low PD – Sighted,374,0,0,1
Sydney McLaughlin-Levrone,418,USA,Low,Female,Olympic,Win,Post,0.5803166999236246,0.01069925855641483,0.01135057192823822,0.0475985048862979,0.02202123891732493,0.002119261345228498,0.5377591309614503,0.5250927006297711,0.2255167708251359,Sighted,Low PD – Sighted,546,0,0,1
Anna Cockrell,419,USA,Low,Female,Olympic,Win,Post,0.0005759835624599999,0.0005742155982464,0.0014005141194,0.4246237639999999,0.1309222452966667,4.669545921333333e-05,-0.1303462589186667,0.5994256979999999,0.270320604,Sighted,Low PD – Sighted,51,0,0,1
Femke Bol,420,NED,Low,Female,Olympic,Loss,Post,0.0427539378972973,0.1342416874324324,0.004065397501891892,0.1064063170027027,0.09311403691891891,0.03171515402540541,-0.1371436197618919,0.3697886021621621,0.3727671459459459,Sighted,Low PD – Sighted,181,0,0,0
Twanisha Terry,422,USA,Low,Female,Olympic,Win,Post,0.5173175513926562,0.0179354627777875,0.01676024836325719,0.01141584979714941,0.009922339733364765,0.01052437234634688,0.4865649021406251,0.549122121875,0.2966036337265625,Sighted,Low PD – Sighted,570,0,0,1
Imani Lanisquot,423,GBR,Low,Female,Olympic,Loss,Post,0.8343939295555556,0.002600625116288889,0.002024815134579333,0.001215306627268222,0.003922741632333334,0.004440145821124444,0.8276180753333332,0.5608840897777778,0.08754947862888887,Sighted,Low PD – Sighted,238,0,0,0
Amy Hunt,424,GBR,Low,Female,Olympic,Loss,Post,0.4992977409622641,0.02431447295645283,0.003265446285528301,0.000534515824771698,0.002757627036633963,0.01728265074543396,0.4654398086698112,0.3831799496226415,0.2649171765111321,Sighted,Low PD – Sighted,37,0,0,0
Alexandra Burghardt,425,GER,Low,Female,Olympic,Win,Post,0.7782503502222222,0.0008223665000546667,0.0002800243633600112,0.003735512607754847,0.002786849996746334,0.001719514886865555,0.7751423888222222,0.5560637806666666,0.1381710553088444,Sighted,Low PD – Sighted,23,0,0,1
Lisa Mayer,426,GER,Low,Female,Olympic,Win,Post,0.6505032824120001,0.001858159543734715,0.0003438062282218572,0.07027449944954578,0.001055640513021429,0.0003078032432471429,0.6481163902314285,0.5343541164285714,0.1639514818547143,Sighted,Low PD – Sighted,332,0,0,1
Gina Luckenkemper,427,GER,Low,Female,Olympic,Win,Post,0.6483859433043476,0.007713360993805797,0.002204212493882782,0.02033872982732609,0.02368550911509174,0.006730805145859275,0.6225110143913043,0.5139777108695652,0.1891545779007247,Sighted,Low PD – Sighted,199,0,0,1
Rebekka Haase,428,GER,Low,Female,Olympic,Win,Post,0.7367385631182796,0.0001250963820737634,0.000431306196483871,0.0003263671173881721,0.0004812897195683872,0.0002438429892278387,0.7357636570107526,0.5226793059139786,0.2049225386286322,Sighted,Low PD – Sighted,476,0,0,1
Nina Kennedy,429,AUS,Low,Female,Olympic,Win,Post,0.6066085618181819,0.005147957914545454,0.009260235732727272,4.389531181818182e-07,0.000199491374585,0.07669545845454546,0.5299131036363637,0.6354982963636364,0.1940339054545454,Sighted,Low PD – Sighted,433,0,0,1
